users,ads,scaled_ads,,
149823,9.8,0.021012201,,
149831,22.05,0.048689562,,
149841,17.2,0.037731586,,
149875,14.8,0.032309083,,
149920,11.2,0.024175328,,
149921,7.1,0.014911884,,
149946,29.8,0.066199729,,
149948,42.6,0.095119747,,
149950,8.2,0.017397198,,
149967,31.4,0.069814731,,
149987,13.8,0.030049706,,
149996,59,0.13217352,,
150017,9,0.0192047,,
150031,32.9,0.073203796,,
150041,22,0.048576593,,
150098,6.75,0.014121103,,
150102,55.55,0.124378671,,
150106,2.45,0.004405784,,
150109,12.65,0.027451423,,
150114,28.8,0.063940352,,
150117,12.2,0.026434704,,
150132,20.2,0.044509715,,
150133,21.2,0.046769092,,
150144,16.4,0.035924085,,
150145,35.8,0.079755987,,
150159,13.1,0.028468143,,
150166,8.8,0.018752824,,
150182,23.7,0.052417533,,
150209,11.65,0.025192047,,
150213,16.6,0.03637596,,
150218,10.6,0.022819702,,
150219,22.6,0.049932219,,
150227,12.9,0.028016268,,
150239,20.85,0.04597831,,
150244,27.5,0.061003163,,
150245,10.2,0.021915951,,
150264,51.25,0.114663353,,
150295,30.7,0.068233168,,
150313,5.05,0.010280163,,
150334,8.05,0.017058292,,
150342,6.65,0.013895165,,
150361,8.7,0.018526887,,
150370,30.45,0.067668324,,
150372,8.7,0.018526887,,
150374,24.3,0.053773159,,
150376,61.2,0.137144148,,
150394,18.8,0.041346588,,
150401,12.15,0.026321735,,
150403,16.9,0.037053773,,
150408,20.3,0.044735653,,
150421,20.5,0.045187528,,
150428,9.3,0.019882512,,
150432,3,0.005648441,,
150454,6.6,0.013782196,,
150456,65.2,0.146181654,,
150490,35.25,0.07851333,,
150501,35.2,0.078400362,,
150504,4.7,0.009489381,,
150505,29,0.064392228,,
150508,7.9,0.016719385,,
150515,34.65,0.077157704,,
150525,16.3,0.035698147,,
150526,10.8,0.023271577,,
150529,7.3,0.01536376,,
150530,6.6,0.013782196,,
150532,12.4,0.026886579,,
150533,7.8,0.016493448,,
150546,11.2,0.024175328,,
150556,36.9,0.082241301,,
150560,28.7,0.063714415,,
150570,43.2,0.096475373,,
150581,3.9,0.00768188,,
150582,6.15,0.012765477,,
150583,19.8,0.043605965,,
150592,6.25,0.012991414,,
150603,19.4,0.042702214,,
150613,3.35,0.006439223,,
150626,23.25,0.051400813,,
150630,18,0.039539087,,
150644,12.8,0.02779033,,
150646,3.5,0.006778129,,
150648,15.7,0.034342521,,
150649,24.6,0.054450972,,
150658,11.6,0.025079078,,
150660,28.5,0.06326254,,
150665,4.4,0.008811568,,
150685,95.5,0.214640759,,
150723,25,0.055354722,,
150746,45.8,0.102349751,,
150750,20.95,0.046204248,,
150765,5.8,0.011974695,,
150767,29,0.064392228,,
150786,16.2,0.03547221,,
150788,29.7,0.065973791,,
150799,18.6,0.040894713,,
150804,9.55,0.020447357,,
150811,5.35,0.010957976,,
150827,7.9,0.016719385,,
150834,9.2,0.019656575,,
150851,24.9,0.055128784,,
150872,24.4,0.053999096,,
150877,45.75,0.102236783,,
150879,59.7,0.133755084,,
150899,51.45,0.115115228,,
150907,26.85,0.059534568,,
150926,5.15,0.0105061,,
150927,36.8,0.082015364,,
150937,11.7,0.025305016,,
150963,17.5,0.038409399,,
150964,14.2,0.030953457,,
150966,18.4,0.040442838,,
150976,7.5,0.015815635,,
150997,32.2,0.071622232,,
150998,5.55,0.011409851,,
151007,22.1,0.048802531,,
151010,6.25,0.012991414,,
151036,28.3,0.062810664,,
151045,10.35,0.022254858,,
151050,22.3,0.049254406,,
151054,32.85,0.073090827,,
151071,17.4,0.038183461,,
151072,11.8,0.025530953,,
151083,6.55,0.013669227,,
151089,19.4,0.042702214,,
151093,43.2,0.096475373,,
151094,5.75,0.011861726,,
151097,43.4,0.096927248,,
151102,38.7,0.086308179,,
151104,4.7,0.009489381,,
151107,13,0.028242205,,
151115,22.95,0.050723,,
151141,6.9,0.014460009,,
151145,115.75,0.260393131,,
151165,5.6,0.01152282,,
151175,25.2,0.055806597,,
151181,32.55,0.072413014,,
151235,13.25,0.028807049,,
151243,8.6,0.018300949,,
151249,9.3,0.019882512,,
151251,22.7,0.050158156,,
151264,29,0.064392228,,
151268,7.35,0.015476728,,
151275,5.9,0.012200633,,
151279,23.35,0.051626751,,
151283,4.5,0.009037506,,
151292,31,0.068910981,,
151300,4.6,0.009263443,,
151304,40,0.089245368,,
151307,22.3,0.049254406,,
151318,11.4,0.024627203,,
151322,28.7,0.063714415,,
151327,9.2,0.019656575,,
151340,63.7,0.142792589,,
151347,7.45,0.015702666,,
151349,17.4,0.038183461,,
151351,11.9,0.025756891,,
151353,7.9,0.016719385,,
151358,11.1,0.02394939,,
151379,7,0.014685947,,
151427,20,0.04405784,,
151463,43.4,0.096927248,,
151471,8.85,0.018865793,,
151472,7.4,0.015589697,,
151476,21.2,0.046769092,,
151479,6.7,0.014008134,,
151485,12.2,0.026434704,,
151487,8.7,0.018526887,,
151495,19.5,0.042928152,,
151502,37.65,0.083935834,,
151522,2.85,0.005309535,,
151529,21.7,0.04789878,,
151536,5.7,0.011748757,,
151538,9.1,0.019430637,,
151545,17.8,0.039087212,,
151553,13.2,0.02869408,,
151556,3.95,0.007794849,,
151589,11,0.023723452,,
151603,11.8,0.025530953,,
151609,15.7,0.034342521,,
151612,10.75,0.023158608,,
151626,22.8,0.050384094,,
151635,9.9,0.021238138,,
151637,6,0.01242657,,
151639,46.4,0.103705377,,
151654,25.4,0.056258473,,
151670,12.85,0.027903299,,
151676,13.1,0.028468143,,
151704,6.75,0.014121103,,
151707,42.2,0.094215996,,
151708,5.5,0.011296882,,
151714,36.9,0.082241301,,
151715,36.6,0.081563488,,
151718,9.6,0.020560325,,
151723,23.2,0.051287845,,
151729,1.85,0.003050158,,
151753,8.05,0.017058292,,
151756,3.9,0.00768188,,
151769,5.6,0.01152282,,
151788,8.8,0.018752824,,
151791,20.85,0.04597831,,
151797,7.4,0.015589697,,
151803,40.25,0.089810212,,
151810,4.85,0.009828287,,
151818,15.65,0.034229553,,
151824,66.9,0.150022594,,
151825,31.8,0.070718482,,
151826,5.8,0.011974695,,
151829,7.9,0.016719385,,
151836,11.65,0.025192047,,
151862,15.6,0.034116584,,
151875,14.25,0.031066426,,
151894,15.85,0.034681428,,
151895,10,0.021464076,,
151900,79,0.177361048,,
151908,17.6,0.038635337,,
151915,25,0.055354722,,
151917,66,0.147989155,,
151921,18.5,0.040668775,,
151930,20,0.04405784,,
151937,27.1,0.060099413,,
151951,34.25,0.076253954,,
151953,4.65,0.009376412,,
151954,1.1,0.001355626,,
151966,23.4,0.05173972,,
151977,19.05,0.041911432,,
151979,44.25,0.098847718,,
152005,20.4,0.044961591,,
152047,5.6,0.01152282,,
152059,34.4,0.07659286,,
152065,6.85,0.01434704,,
152101,21.45,0.047333936,,
152102,76.75,0.172277451,,
152104,9.1,0.019430637,,
152116,4.65,0.009376412,,
152120,17.3,0.037957524,,
152127,4.8,0.009715319,,
152129,41.4,0.092408495,,
152131,9.75,0.020899232,,
152136,35.4,0.078852237,,
152142,12,0.025982829,,
152152,6.7,0.014008134,,
152161,25.5,0.05648441,,
152165,26.3,0.058291911,,
152167,21.45,0.047333936,,
152183,3.8,0.007455942,,
152204,111.6,0.251016719,,
152210,16.1,0.035246272,,
152223,6.1,0.012652508,,
152232,12,0.025982829,,
152264,64.6,0.144826028,,
152280,2.5,0.004518753,,
152287,11.75,0.025417985,,
152296,2.25,0.003953909,,
152309,3.35,0.006439223,,
152314,7.55,0.015928604,,
152320,3.2,0.006100316,,
152326,10.35,0.022254858,,
152327,55.35,0.123926796,,
152332,13.85,0.030162675,,
152335,10.25,0.02202892,,
152343,62.6,0.140307275,,
152347,13.5,0.029371893,,
152348,67.6,0.151604157,,
152351,14,0.030501582,,
152363,10.55,0.022706733,,
152373,1.35,0.00192047,,
152374,26.4,0.058517849,,
152393,6.4,0.013330321,,
152403,29.7,0.065973791,,
152412,11.4,0.024627203,,
152421,21.3,0.046995029,,
152453,13.35,0.029032987,,
152461,16,0.035020334,,
152463,26.5,0.058743787,,
152470,14.1,0.030727519,,
152479,3.1,0.005874379,,
152480,21.4,0.047220967,,
152493,9.9,0.021238138,,
152494,29.55,0.065634885,,
152507,5.3,0.010845007,,
152516,23.8,0.05264347,,
152522,49.9,0.111613195,,
152538,29.25,0.064957072,,
152543,20.7,0.045639404,,
152544,19,0.041798464,,
152553,3.75,0.007342973,,
152556,17.5,0.038409399,,
152565,2.4,0.004292815,,
152608,57.9,0.129688206,,
152610,13.1,0.028468143,,
152612,8.55,0.01818798,,
152633,2.15,0.003727971,,
152656,22.8,0.050384094,,
152659,44.1,0.098508812,,
152661,50.85,0.113759602,,
152677,32.35,0.071961139,,
152678,3.9,0.00768188,,
152681,10.35,0.022254858,,
152683,11,0.023723452,,
152685,15.75,0.03445549,,
152687,7.55,0.015928604,,
152688,9.9,0.021238138,,
152698,6.8,0.014234071,,
152723,25,0.055354722,,
152727,32,0.071170357,,
152729,41.1,0.091730682,,
152741,16.4,0.035924085,,
152742,16.9,0.037053773,,
152743,17.7,0.038861274,,
152762,7.7,0.01626751,,
152767,3.3,0.006326254,,
152769,18.75,0.04123362,,
152771,7.3,0.01536376,,
152782,8.7,0.018526887,,
152783,30.2,0.067103479,,
152790,5.1,0.010393131,,
152812,9.9,0.021238138,,
152822,9.3,0.019882512,,
152832,15,0.032760958,,
152844,1.95,0.003276096,,
152850,19.7,0.043380027,,
152856,8.4,0.017849074,,
152874,3.9,0.00768188,,
152890,16.2,0.03547221,,
152899,23.6,0.052191595,,
152902,11.7,0.025305016,,
152905,8.9,0.018978762,,
152920,31.2,0.069362856,,
152921,43.5,0.097153186,,
152937,16.6,0.03637596,,
152948,3.05,0.00576141,,
152950,3.35,0.006439223,,
152953,10.95,0.023610484,,
152956,19.8,0.043605965,,
152958,16,0.035020334,,
152969,4.1,0.008133755,,
152971,17.8,0.039087212,,
152983,6.45,0.01344329,,
152998,11.6,0.025079078,,
153003,25.7,0.056936286,,
153007,9.5,0.020334388,,
153008,6.5,0.013556258,,
153009,16.65,0.036488929,,
153014,7.45,0.015702666,,
153015,8.3,0.017623136,,
153027,9.8,0.021012201,,
153056,2.45,0.004405784,,
153057,30.9,0.068685043,,
153079,14.8,0.032309083,,
153085,3.7,0.007230005,,
153095,11.4,0.024627203,,
153108,23.3,0.051513782,,
153115,13,0.028242205,,
153138,46.65,0.104270221,,
153148,4.65,0.009376412,,
153172,5.6,0.01152282,,
153173,16,0.035020334,,
153187,15.75,0.03445549,,
153193,41.4,0.092408495,,
153195,11.25,0.024288296,,
153201,13.2,0.02869408,,
153225,4.8,0.009715319,,
153229,19.5,0.042928152,,
153238,5.8,0.011974695,,
153253,84.4,0.189561681,,
153277,15.1,0.032986896,,
153282,14.3,0.031179394,,
153291,20.5,0.045187528,,
153298,6.55,0.013669227,,
153307,8.7,0.018526887,,
153327,12.65,0.027451423,,
153332,9.8,0.021012201,,
153335,27.45,0.060890194,,
153341,1.15,0.001468595,,
153365,16.85,0.036940804,,
153368,25,0.055354722,,
153380,15.9,0.034794397,,
153382,19.5,0.042928152,,
153384,11.8,0.025530953,,
153393,18.9,0.041572526,,
153427,3.35,0.006439223,,
153437,13.6,0.029597831,,
153453,11.2,0.024175328,,
153455,10.6,0.022819702,,
153481,25.8,0.057162223,,
153485,35.25,0.07851333,,
153525,14.1,0.030727519,,
153544,27.3,0.060551288,,
153547,8.9,0.018978762,,
153564,5.7,0.011748757,,
153572,11.65,0.025192047,,
153575,1.6,0.002485314,,
153579,8.4,0.017849074,,
153584,9.4,0.02010845,,
153598,40.5,0.090375056,,
153599,9.45,0.020221419,,
153603,9.7,0.020786263,,
153611,3.65,0.007117036,,
153626,5.75,0.011861726,,
153637,22.8,0.050384094,,
153654,26.1,0.057840036,,
153662,10,0.021464076,,
153664,12.5,0.027112517,,
153675,91,0.204473565,,
153677,8.7,0.018526887,,
153690,7,0.014685947,,
153693,20.4,0.044961591,,
153697,11.1,0.02394939,,
153705,15.4,0.033664709,,
153715,9.85,0.021125169,,
153720,22.9,0.050610032,,
153737,8.6,0.018300949,,
153738,27.05,0.059986444,,
153740,4.25,0.008472662,,
153747,7.9,0.016719385,,
153750,18.3,0.0402169,,
153781,6.1,0.012652508,,
153782,50.6,0.113194758,,
153805,56.55,0.126638048,,
153813,3,0.005648441,,
153816,14.2,0.030953457,,
153820,23.6,0.052191595,,
153832,78.3,0.175779485,,
153837,52.2,0.116809761,,
153853,10.7,0.023045639,,
153859,13.3,0.028920018,,
153869,12.75,0.027677361,,
153877,14.3,0.031179394,,
153883,4.9,0.009941256,,
153887,23.3,0.051513782,,
153889,11.45,0.024740172,,
153894,6.15,0.012765477,,
153896,6.65,0.013895165,,
153913,34.8,0.077496611,,
153918,38.9,0.086760054,,
153920,32.55,0.072413014,,
153925,24.1,0.053321283,,
153932,6.85,0.01434704,,
153956,30.15,0.066990511,,
153963,20,0.04405784,,
153966,16.05,0.035133303,,
153983,7.3,0.01536376,,
154009,8.7,0.018526887,,
154011,2.1,0.003615002,,
154018,15.8,0.034568459,,
154028,15.4,0.033664709,,
154041,8.5,0.018075011,,
154045,19.2,0.042250339,,
154050,17.9,0.03931315,,
154055,43.2,0.096475373,,
154067,15.8,0.034568459,,
154075,14.15,0.030840488,,
154097,3.1,0.005874379,,
154128,12.9,0.028016268,,
154149,32.1,0.071396295,,
154153,10.8,0.023271577,,
154154,13.9,0.030275644,,
154157,35.4,0.078852237,,
154174,32.9,0.073203796,,
154176,5.65,0.011635789,,
154178,15.1,0.032986896,,
154194,37.5,0.083596927,,
154196,34.8,0.077496611,,
154215,21.3,0.046995029,,
154218,5.35,0.010957976,,
154221,28.95,0.064279259,,
154225,19.8,0.043605965,,
154243,9.5,0.020334388,,
154283,15.15,0.033099864,,
154304,11.25,0.024288296,,
154312,15.2,0.033212833,,
154319,8.4,0.017849074,,
154337,12.7,0.027564392,,
154374,5,0.010167194,,
154384,54.5,0.122006326,,
154386,24.1,0.053321283,,
154390,12.5,0.027112517,,
154419,24.4,0.053999096,,
154420,15.6,0.034116584,,
154458,7.35,0.015476728,,
154463,3.35,0.006439223,,
154464,11,0.023723452,,
154470,11.3,0.024401265,,
154520,5.75,0.011861726,,
154522,12.4,0.026886579,,
154526,17.2,0.037731586,,
154541,11.3,0.024401265,,
154549,8.1,0.017171261,,
154552,19.9,0.043831902,,
154562,6.9,0.014460009,,
154563,6,0.01242657,,
154573,26.8,0.0594216,,
154576,64.35,0.144261184,,
154578,45.25,0.101107094,,
154591,29.8,0.066199729,,
154593,63,0.141211026,,
154606,31.65,0.070379575,,
154614,31.9,0.070944419,,
154615,8.1,0.017171261,,
154621,12.7,0.027564392,,
154623,10.8,0.023271577,,
154624,5.7,0.011748757,,
154630,18.4,0.040442838,,
154632,13.9,0.030275644,,
154636,21.3,0.046995029,,
154651,5.45,0.011183913,,
154661,17.9,0.03931315,,
154666,48.9,0.109353818,,
154673,4.85,0.009828287,,
154691,23.25,0.051400813,,
154726,6.95,0.014572978,,
154737,9.3,0.019882512,,
154768,8.15,0.01728423,,
154773,21.8,0.048124718,,
154779,20.7,0.045639404,,
154783,17.5,0.038409399,,
154811,13.75,0.029936737,,
154814,10.5,0.022593764,,
154821,5,0.010167194,,
154826,40.5,0.090375056,,
154827,60,0.134432897,,
154828,3.25,0.006213285,,
154831,21.1,0.046543154,,
154833,70.4,0.157930411,,
154837,12.4,0.026886579,,
154843,37.05,0.082580208,,
154864,14.7,0.032083145,,
154873,19.95,0.043944871,,
154889,21.7,0.04789878,,
154904,15.9,0.034794397,,
154907,50.8,0.113646634,,
154914,19.4,0.042702214,,
154916,36.3,0.080885676,,
154917,7.6,0.016041573,,
154920,2.65,0.004857659,,
154921,2.45,0.004405784,,
154934,70,0.157026661,,
154937,7.8,0.016493448,,
154941,5.05,0.010280163,,
154956,21.2,0.046769092,,
154959,9.2,0.019656575,,
154975,5.9,0.012200633,,
155010,61.2,0.137144148,,
155012,24.3,0.053773159,,
155018,13.35,0.029032987,,
155020,23.95,0.052982377,,
155063,29.2,0.064844103,,
155085,5.3,0.010845007,,
155102,16.9,0.037053773,,
155129,15.8,0.034568459,,
155148,17.6,0.038635337,,
155149,6,0.01242657,,
155157,34.15,0.076028016,,
155159,30.4,0.067555355,,
155167,34.8,0.077496611,,
155169,35.4,0.078852237,,
155180,6.65,0.013895165,,
155182,3.9,0.00768188,,
155191,4.15,0.008246724,,
155195,9.7,0.020786263,,
155197,4.15,0.008246724,,
155216,15.9,0.034794397,,
155220,32.6,0.072525983,,
155230,8.2,0.017397198,,
155239,32,0.071170357,,
155245,3.7,0.007230005,,
155254,13.8,0.030049706,,
155265,7.35,0.015476728,,
155275,11.3,0.024401265,,
155276,9.75,0.020899232,,
155282,3.15,0.005987347,,
155284,43.2,0.096475373,,
155288,12.7,0.027564392,,
155291,8.2,0.017397198,,
155293,10.5,0.022593764,,
155298,3.25,0.006213285,,
155312,13.35,0.029032987,,
155315,15.45,0.033777677,,
155316,10.2,0.021915951,,
155318,17.4,0.038183461,,
155324,24.1,0.053321283,,
155329,14.25,0.031066426,,
155333,13.4,0.029145956,,
155348,20.6,0.045413466,,
155349,11.2,0.024175328,,
155364,18.1,0.039765025,,
155382,74.25,0.16662901,,
155389,9.35,0.019995481,,
155400,12.4,0.026886579,,
155425,4.7,0.009489381,,
155451,8.95,0.019091731,,
155457,21.3,0.046995029,,
155466,18.5,0.040668775,,
155467,27.1,0.060099413,,
155468,41.8,0.093312246,,
155495,51,0.114098509,,
155497,20.2,0.044509715,,
155503,8.6,0.018300949,,
155506,13.2,0.02869408,,
155515,5.7,0.011748757,,
155544,64.6,0.144826028,,
155552,6.15,0.012765477,,
155554,6.8,0.014234071,,
155556,11.65,0.025192047,,
155561,12.1,0.026208766,,
155575,5.05,0.010280163,,
155581,6.3,0.013104383,,
155590,12.4,0.026886579,,
155593,9.4,0.02010845,,
155600,31.95,0.071057388,,
155608,23.65,0.052304564,,
155611,11.6,0.025079078,,
155614,25.5,0.05648441,,
155626,22.3,0.049254406,,
155648,18.6,0.040894713,,
155649,6.15,0.012765477,,
155657,51,0.114098509,,
155663,12.8,0.02779033,,
155665,5.75,0.011861726,,
155683,33.4,0.074333484,,
155691,8.05,0.017058292,,
155702,27,0.059873475,,
155716,25.6,0.056710348,,
155722,23.1,0.051061907,,
155732,13.7,0.029823769,,
155734,53,0.118617262,,
155751,30,0.066651604,,
155753,2.7,0.004970628,,
155771,5.45,0.011183913,,
155780,9.3,0.019882512,,
155784,8.8,0.018752824,,
155797,3.7,0.007230005,,
155799,24.1,0.053321283,,
155800,25.4,0.056258473,,
155808,53.9,0.1206507,,
155812,7.85,0.016606417,,
155814,22.6,0.049932219,,
155815,4.4,0.008811568,,
155828,5.1,0.010393131,,
155840,26.5,0.058743787,,
155867,19.3,0.042476277,,
155872,60.6,0.135788522,,
155876,6.1,0.012652508,,
155880,32.55,0.072413014,,
155885,128.8,0.289877994,,
155888,30.5,0.067781292,,
155903,10.1,0.021690014,,
155920,16.2,0.03547221,,
155937,15.8,0.034568459,,
155940,71.2,0.159737912,,
155973,68.7,0.154089471,,
155990,13.65,0.0297108,,
155996,9.35,0.019995481,,
155999,24.85,0.055015816,,
156001,12.85,0.027903299,,
156020,26.7,0.059195662,,
156022,5.5,0.011296882,,
156026,5.1,0.010393131,,
156029,27.8,0.061680976,,
156037,22.5,0.049706281,,
156040,15.3,0.033438771,,
156073,24.3,0.053773159,,
156084,8.9,0.018978762,,
156085,8.25,0.017510167,,
156118,58.75,0.131608676,,
156149,28.75,0.063827384,,
156150,9.3,0.019882512,,
156173,11.55,0.024966109,,
156179,16.8,0.036827836,,
156199,21.4,0.047220967,,
156250,11.6,0.025079078,,
156269,9.15,0.019543606,,
156274,3.75,0.007342973,,
156283,89.1,0.20018075,,
156290,62.1,0.139177587,,
156291,2.25,0.003953909,,
156308,10.9,0.023497515,,
156315,45.2,0.100994126,,
156326,4.95,0.010054225,,
156332,7.3,0.01536376,,
156343,7.7,0.01626751,,
156345,18.1,0.039765025,,
156354,11.3,0.024401265,,
156357,8.8,0.018752824,,
156364,40.95,0.091391776,,
156365,13.4,0.029145956,,
156372,20.1,0.044283778,,
156373,8.15,0.01728423,,
156385,8.15,0.01728423,,
156388,12.4,0.026886579,,
156401,9.8,0.021012201,,
156404,13,0.028242205,,
156417,14.9,0.03253502,,
156421,13.5,0.029371893,,
156426,5.1,0.010393131,,
156470,19.1,0.042024401,,
156494,29.3,0.065070041,,
156506,28.25,0.062697695,,
156512,8.6,0.018300949,,
156513,8.5,0.018075011,,
156532,6.4,0.013330321,,
156535,14.1,0.030727519,,
156539,29,0.064392228,,
156547,18.5,0.040668775,,
156550,55.05,0.123248983,,
156556,40.95,0.091391776,,
156563,15.7,0.034342521,,
156566,24.6,0.054450972,,
156569,63.25,0.14177587,,
156571,7.3,0.01536376,,
156574,3.8,0.007455942,,
156590,10.9,0.023497515,,
156602,15.1,0.032986896,,
156622,13.15,0.028581112,,
156624,106.8,0.240171713,,
156625,5.8,0.011974695,,
156629,8.95,0.019091731,,
156654,13.7,0.029823769,,
156657,31.5,0.070040669,,
156668,40.2,0.089697244,,
156687,76.4,0.17148667,,
156690,50.4,0.112742883,,
156692,28.1,0.062358789,,
156710,73.2,0.164256665,,
156718,25.6,0.056710348,,
156721,42.05,0.09387709,,
156766,47.4,0.105964754,,
156775,13,0.028242205,,
156794,8.5,0.018075011,,
156812,16.7,0.036601898,,
156818,5.5,0.011296882,,
156821,9.25,0.019769544,,
156823,9.6,0.020560325,,
156831,32.9,0.073203796,,
156841,11.7,0.025305016,,
156857,21,0.046317216,,
156861,4.95,0.010054225,,
156875,7.4,0.015589697,,
156880,12,0.025982829,,
156882,69.6,0.15612291,,
156883,9.2,0.019656575,,
156889,32.1,0.071396295,,
156895,11.1,0.02394939,,
156906,8.4,0.017849074,,
156917,6.6,0.013782196,,
156918,18,0.039539087,,
156926,15.9,0.034794397,,
156935,5.8,0.011974695,,
156939,6.25,0.012991414,,
156953,25.8,0.057162223,,
156954,15.6,0.034116584,,
156955,2.6,0.00474469,,
156964,53.6,0.119972887,,
156965,13.65,0.0297108,,
156991,17.6,0.038635337,,
157019,5.25,0.010732038,,
157028,7.65,0.016154541,,
157031,11.8,0.025530953,,
157048,32.95,0.073316765,,
157058,22.5,0.049706281,,
157075,28.5,0.06326254,,
157079,8.4,0.017849074,,
157085,22.2,0.049028468,,
157089,24.9,0.055128784,,
157102,12.2,0.026434704,,
157103,12.7,0.027564392,,
157107,15.15,0.033099864,,
157124,25.65,0.056823317,,
157129,3.2,0.006100316,,
157157,10.6,0.022819702,,
157163,4.65,0.009376412,,
157165,15.9,0.034794397,,
157180,22.2,0.049028468,,
157184,5.25,0.010732038,,
157186,5.4,0.011070944,,
157193,2.35,0.004179846,,
157196,12.45,0.026999548,,
157199,52.65,0.11782648,,
157200,14.9,0.03253502,,
157208,8.3,0.017623136,,
157220,18.4,0.040442838,,
157228,68.5,0.153637596,,
157232,5.8,0.011974695,,
157250,28.4,0.063036602,,
157259,4.6,0.009263443,,
157261,22.4,0.049480343,,
157267,11.3,0.024401265,,
157278,23.85,0.052756439,,
157299,23.9,0.052869408,,
157328,8.9,0.018978762,,
157336,11,0.023723452,,
157355,10.95,0.023610484,,
157363,22,0.048576593,,
157364,8,0.016945323,,
157372,63.2,0.141662901,,
157377,5.25,0.010732038,,
157384,78.6,0.176457298,,
157388,6.3,0.013104383,,
157394,4.4,0.008811568,,
157395,42.6,0.095119747,,
157399,18.5,0.040668775,,
157402,12.45,0.026999548,,
157414,20.8,0.045865341,,
157439,31.4,0.069814731,,
157452,5.85,0.012087664,,
157456,52.2,0.116809761,,
157458,8.2,0.017397198,,
157460,20.5,0.045187528,,
157467,78,0.175101672,,
157473,25.35,0.056145504,,
157495,27,0.059873475,,
157507,48.5,0.108450068,,
157511,6.6,0.013782196,,
157519,32.6,0.072525983,,
157523,25.8,0.057162223,,
157541,3.05,0.00576141,,
157552,26.25,0.058178943,,
157595,10.6,0.022819702,,
157600,94.6,0.21260732,,
157606,18.2,0.039990962,,
157613,19.6,0.043154089,,
157614,20.75,0.045752372,,
157622,6.35,0.013217352,,
157628,18.1,0.039765025,,
157640,12,0.025982829,,
157664,10.35,0.022254858,,
157665,10.05,0.021577045,,
157684,5.9,0.012200633,,
157692,10,0.021464076,,
157695,15.05,0.032873927,,
157696,22.2,0.049028468,,
157699,14.3,0.031179394,,
157702,66.9,0.150022594,,
157721,7.85,0.016606417,,
157723,5.4,0.011070944,,
157746,12,0.025982829,,
157795,10.5,0.022593764,,
157801,24.6,0.054450972,,
157808,14.7,0.032083145,,
157814,5.9,0.012200633,,
157816,31.2,0.069362856,,
157838,12.35,0.02677361,,
157848,20.25,0.044622684,,
157849,17.1,0.037505648,,
157850,7.7,0.01626751,,
157867,55.5,0.124265703,,
157874,4.4,0.008811568,,
157877,37.2,0.082919114,,
157911,6,0.01242657,,
157926,25.2,0.055806597,,
157933,38.5,0.085856304,,
157935,99,0.222548577,,
157954,85.2,0.191369182,,
157955,6.75,0.014121103,,
157963,45.45,0.10155897,,
157964,5.15,0.0105061,,
157966,3.85,0.007568911,,
157973,47,0.105061003,,
157985,33.25,0.073994577,,
158027,26.7,0.059195662,,
158036,7.35,0.015476728,,
158044,16.9,0.037053773,,
158061,56.2,0.125847266,,
158067,29.1,0.064618165,,
158074,17.2,0.037731586,,
158109,22.6,0.049932219,,
158111,12.3,0.026660642,,
158119,3.35,0.006439223,,
158121,6.1,0.012652508,,
158127,6.5,0.013556258,,
158157,7.6,0.016041573,,
158159,10.3,0.022141889,,
158162,31.2,0.069362856,,
158172,20.25,0.044622684,,
158173,9.2,0.019656575,,
158193,31.2,0.069362856,,
158202,24,0.053095346,,
158217,21.4,0.047220967,,
158230,7,0.014685947,,
158236,36.75,0.081902395,,
158249,17,0.037279711,,
158255,2.4,0.004292815,,
158268,21,0.046317216,,
158274,14.05,0.03061455,,
158277,44.8,0.100090375,,
158298,24,0.053095346,,
158322,3.2,0.006100316,,
158330,8.3,0.017623136,,
158340,26.6,0.058969724,,
158355,15.55,0.034003615,,
158358,21.3,0.046995029,,
158371,38.85,0.086647085,,
158373,16.2,0.03547221,,
158383,13.9,0.030275644,,
158402,4.85,0.009828287,,
158404,5.3,0.010845007,,
158411,11.7,0.025305016,,
158413,7.5,0.015815635,,
158428,63.4,0.142114776,,
158449,105,0.236104835,,
158463,10.8,0.023271577,,
158464,15.95,0.034907366,,
158519,27.7,0.061455038,,
158535,25.2,0.055806597,,
158550,10.9,0.023497515,,
158563,17.4,0.038183461,,
158593,18,0.039539087,,
158594,21.75,0.048011749,,
158604,5.65,0.011635789,,
158613,10.05,0.021577045,,
158629,23.6,0.052191595,,
158630,18.2,0.039990962,,
158633,15.2,0.033212833,,
158638,2,0.003389065,,
158648,22.2,0.049028468,,
158668,28.75,0.063827384,,
158676,10.9,0.023497515,,
158688,11.3,0.024401265,,
158700,10.5,0.022593764,,
158720,2.7,0.004970628,,
158725,12.1,0.026208766,,
158732,42.6,0.095119747,,
158762,38.9,0.086760054,,
158788,3,0.005648441,,
158798,28.75,0.063827384,,
158800,33.5,0.074559422,,
158804,5.6,0.01152282,,
158805,28.5,0.06326254,,
158808,30,0.066651604,,
158818,9.2,0.019656575,,
158845,32.8,0.072977858,,
158848,19.95,0.043944871,,
158863,51,0.114098509,,
158864,8.6,0.018300949,,
158891,9.75,0.020899232,,
158900,12,0.025982829,,
158904,5.1,0.010393131,,
158931,8.3,0.017623136,,
158938,4.25,0.008472662,,
158943,26.2,0.058065974,,
158958,36.5,0.081337551,,
158963,16.4,0.035924085,,
158965,11.95,0.02586986,,
